"id";"created_at";"updated_at";"row_version";"date_time";"resolution";"temperature";"source";"estimated";"location__id"
1955400;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 02:00:00+00";"PT60M";11,12;"D";TRUE;1
1955401;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 03:00:00+00";"PT60M";10,94;"D";TRUE;1
1955402;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 04:00:00+00";"PT60M";10,74;"D";TRUE;1
1955403;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 05:00:00+00";"PT60M";10,87;"D";TRUE;1
1955404;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 06:00:00+00";"PT60M";11,4;"D";TRUE;1
1955405;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 07:00:00+00";"PT60M";11,99;"D";TRUE;1
1955406;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 08:00:00+00";"PT60M";12,77;"D";TRUE;1
1955407;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 09:00:00+00";"PT60M";13,4;"D";TRUE;1
1955408;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 10:00:00+00";"PT60M";15,11;"D";TRUE;1
1955409;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 11:00:00+00";"PT60M";16,2;"D";TRUE;1
1955410;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 12:00:00+00";"PT60M";15,82;"D";TRUE;1
1955411;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 13:00:00+00";"PT60M";16,34;"D";TRUE;1
1955412;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 14:00:00+00";"PT60M";15,64;"D";TRUE;1
1955413;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 15:00:00+00";"PT60M";14,41;"D";TRUE;1
1955414;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 16:00:00+00";"PT60M";14,84;"D";TRUE;1
1955415;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 17:00:00+00";"PT60M";14,38;"D";TRUE;1
1955416;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 18:00:00+00";"PT60M";13,48;"D";TRUE;1
1955417;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 19:00:00+00";"PT60M";13,62;"D";TRUE;1
1955418;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 20:00:00+00";"PT60M";13,23;"D";TRUE;1
1955419;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 21:00:00+00";"PT60M";12,58;"D";TRUE;1
1955420;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 22:00:00+00";"PT60M";12,74;"D";TRUE;1
1955421;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-25 23:00:00+00";"PT60M";12,62;"D";TRUE;1
1955422;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 00:00:00+00";"PT60M";12,27;"D";TRUE;1
1955423;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 01:00:00+00";"PT60M";12,24;"D";TRUE;1
1955424;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 02:00:00+00";"PT60M";12;"D";TRUE;1
1955425;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 03:00:00+00";"PT60M";11,55;"D";TRUE;1
1955426;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 04:00:00+00";"PT60M";11,7;"D";TRUE;1
1955427;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 05:00:00+00";"PT60M";11,74;"D";TRUE;1
1955428;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 06:00:00+00";"PT60M";11,57;"D";TRUE;1
1955429;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 07:00:00+00";"PT60M";11,88;"D";TRUE;1
1955430;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 08:00:00+00";"PT60M";11,96;"D";TRUE;1
1955431;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 09:00:00+00";"PT60M";12,69;"D";TRUE;1
1955432;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 10:00:00+00";"PT60M";13,78;"D";TRUE;1
1955433;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 11:00:00+00";"PT60M";15,19;"D";TRUE;1
1955434;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 12:00:00+00";"PT60M";16,85;"D";TRUE;1
1955435;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 13:00:00+00";"PT60M";16,02;"D";TRUE;1
1955436;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 14:00:00+00";"PT60M";16,16;"D";TRUE;1
1955437;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 15:00:00+00";"PT60M";16,48;"D";TRUE;1
1955438;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 16:00:00+00";"PT60M";16,19;"D";TRUE;1
1955439;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 17:00:00+00";"PT60M";15,96;"D";TRUE;1
1955440;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 18:00:00+00";"PT60M";15,59;"D";TRUE;1
1955441;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 19:00:00+00";"PT60M";15,17;"D";TRUE;1
1955442;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 20:00:00+00";"PT60M";14,71;"D";TRUE;1
1955443;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 21:00:00+00";"PT60M";14,27;"D";TRUE;1
1955444;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 22:00:00+00";"PT60M";13,89;"D";TRUE;1
1955445;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-26 23:00:00+00";"PT60M";13,58;"D";TRUE;1
1955446;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 00:00:00+00";"PT60M";13,2;"D";TRUE;1
1955447;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 01:00:00+00";"PT60M";12,67;"D";TRUE;1
1955448;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 02:00:00+00";"PT60M";12,25;"D";TRUE;1
1955449;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 03:00:00+00";"PT60M";11,76;"D";TRUE;1
1955450;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 04:00:00+00";"PT60M";11,23;"D";TRUE;1
1955451;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 05:00:00+00";"PT60M";10,75;"D";TRUE;1
1955452;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 06:00:00+00";"PT60M";10,65;"D";TRUE;1
1955453;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 07:00:00+00";"PT60M";11,24;"D";TRUE;1
1955454;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 08:00:00+00";"PT60M";12,19;"D";TRUE;1
1955455;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 09:00:00+00";"PT60M";13,37;"D";TRUE;1
1955456;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 10:00:00+00";"PT60M";14,75;"D";TRUE;1
1955457;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 11:00:00+00";"PT60M";16,47;"D";TRUE;1
1955458;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 12:00:00+00";"PT60M";17,75;"D";TRUE;1
1955459;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 13:00:00+00";"PT60M";18,38;"D";TRUE;1
1955460;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 14:00:00+00";"PT60M";18,15;"D";TRUE;1
1955461;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 15:00:00+00";"PT60M";17,4;"D";TRUE;1
1955462;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 16:00:00+00";"PT60M";16,23;"D";TRUE;1
1955463;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 17:00:00+00";"PT60M";15,11;"D";TRUE;1
1955464;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 18:00:00+00";"PT60M";14,04;"D";TRUE;1
1955465;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 19:00:00+00";"PT60M";13,52;"D";TRUE;1
1955466;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 20:00:00+00";"PT60M";13,17;"D";TRUE;1
1955467;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 21:00:00+00";"PT60M";12,94;"D";TRUE;1
1955468;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 22:00:00+00";"PT60M";12,67;"D";TRUE;1
1955469;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-27 23:00:00+00";"PT60M";12,39;"D";TRUE;1
1955470;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 00:00:00+00";"PT60M";12,04;"D";TRUE;1
1955471;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 01:00:00+00";"PT60M";11,68;"D";TRUE;1
1955472;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 02:00:00+00";"PT60M";11,35;"D";TRUE;1
1955473;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 03:00:00+00";"PT60M";10,95;"D";TRUE;1
1955474;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 04:00:00+00";"PT60M";10,56;"D";TRUE;1
1955475;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 05:00:00+00";"PT60M";10,24;"D";TRUE;1
1955476;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 06:00:00+00";"PT60M";10,25;"D";TRUE;1
1955477;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 07:00:00+00";"PT60M";10,95;"D";TRUE;1
1955478;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 08:00:00+00";"PT60M";11,89;"D";TRUE;1
1955479;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 09:00:00+00";"PT60M";12,98;"D";TRUE;1
1955480;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 10:00:00+00";"PT60M";14,07;"D";TRUE;1
1955481;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 11:00:00+00";"PT60M";15,44;"D";TRUE;1
1955482;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 12:00:00+00";"PT60M";16,41;"D";TRUE;1
1955483;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 13:00:00+00";"PT60M";16,96;"D";TRUE;1
1955484;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 14:00:00+00";"PT60M";16,76;"D";TRUE;1
1955485;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 15:00:00+00";"PT60M";16,03;"D";TRUE;1
1955486;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 16:00:00+00";"PT60M";14,72;"D";TRUE;1
1955487;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 17:00:00+00";"PT60M";13,59;"D";TRUE;1
1955488;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 18:00:00+00";"PT60M";12,38;"D";TRUE;1
1955489;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 19:00:00+00";"PT60M";11,82;"D";TRUE;1
1955490;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 20:00:00+00";"PT60M";11,52;"D";TRUE;1
1955491;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 21:00:00+00";"PT60M";11,29;"D";TRUE;1
1955492;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 22:00:00+00";"PT60M";11,09;"D";TRUE;1
1955493;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-28 23:00:00+00";"PT60M";10,85;"D";TRUE;1
1955494;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 00:00:00+00";"PT60M";10,56;"D";TRUE;1
1955495;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 01:00:00+00";"PT60M";10,17;"D";TRUE;1
1955496;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 02:00:00+00";"PT60M";9,87;"D";TRUE;1
1955497;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 03:00:00+00";"PT60M";9,75;"D";TRUE;1
1955498;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 04:00:00+00";"PT60M";9,86;"D";TRUE;1
1955499;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 05:00:00+00";"PT60M";10,08;"D";TRUE;1
1955500;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 06:00:00+00";"PT60M";10,34;"D";TRUE;1
1955501;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 07:00:00+00";"PT60M";10,98;"D";TRUE;1
1955502;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 08:00:00+00";"PT60M";12,04;"D";TRUE;1
1955503;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 09:00:00+00";"PT60M";13,09;"D";TRUE;1
1955504;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 10:00:00+00";"PT60M";14,47;"D";TRUE;1
1955505;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 11:00:00+00";"PT60M";15,53;"D";TRUE;1
1955506;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 12:00:00+00";"PT60M";16,21;"D";TRUE;1
1955507;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 13:00:00+00";"PT60M";16,14;"D";TRUE;1
1955508;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 14:00:00+00";"PT60M";15,57;"D";TRUE;1
1955509;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 15:00:00+00";"PT60M";14,58;"D";TRUE;1
1955510;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 16:00:00+00";"PT60M";14,07;"D";TRUE;1
1955511;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 17:00:00+00";"PT60M";13,26;"D";TRUE;1
1955512;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 18:00:00+00";"PT60M";12,66;"D";TRUE;1
1955513;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 19:00:00+00";"PT60M";12,28;"D";TRUE;1
1955514;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 20:00:00+00";"PT60M";11,93;"D";TRUE;1
1955515;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 21:00:00+00";"PT60M";11,63;"D";TRUE;1
1955516;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 22:00:00+00";"PT60M";11,41;"D";TRUE;1
1955517;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-29 23:00:00+00";"PT60M";11,2;"D";TRUE;1
1955518;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 00:00:00+00";"PT60M";10,98;"D";TRUE;1
1955519;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 01:00:00+00";"PT60M";10,52;"D";TRUE;1
1955520;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 02:00:00+00";"PT60M";10,13;"D";TRUE;1
1955521;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 03:00:00+00";"PT60M";9,97;"D";TRUE;1
1955522;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 04:00:00+00";"PT60M";10,1;"D";TRUE;1
1955523;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 05:00:00+00";"PT60M";10,39;"D";TRUE;1
1955524;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 06:00:00+00";"PT60M";10,61;"D";TRUE;1
1955525;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 07:00:00+00";"PT60M";10,87;"D";TRUE;1
1955526;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 08:00:00+00";"PT60M";11,16;"D";TRUE;1
1955527;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 09:00:00+00";"PT60M";11,78;"D";TRUE;1
1955528;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 10:00:00+00";"PT60M";12,58;"D";TRUE;1
1955529;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 11:00:00+00";"PT60M";13,72;"D";TRUE;1
1955530;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 12:00:00+00";"PT60M";14,55;"D";TRUE;1
1955531;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 13:00:00+00";"PT60M";15,14;"D";TRUE;1
1955532;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 14:00:00+00";"PT60M";15,04;"D";TRUE;1
1955533;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 15:00:00+00";"PT60M";14,63;"D";TRUE;1
1955534;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 16:00:00+00";"PT60M";13,96;"D";TRUE;1
1955535;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 17:00:00+00";"PT60M";13,71;"D";TRUE;1
1955536;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 18:00:00+00";"PT60M";13,3;"D";TRUE;1
1955537;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 19:00:00+00";"PT60M";13,29;"D";TRUE;1
1955538;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 20:00:00+00";"PT60M";13,35;"D";TRUE;1
1955539;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 21:00:00+00";"PT60M";13,36;"D";TRUE;1
1955540;"2020-10-23 14:00:05.16547+00";"2020-10-23 14:00:05.16547+00";1;"2020-10-30 22:00:00+00";"PT60M";13,43;"D";TRUE;1
1955571;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 04:00:00+00";"PT60M";10,2;"D";TRUE;1
1955572;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 05:00:00+00";"PT60M";10,04;"D";TRUE;1
1955573;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 06:00:00+00";"PT60M";10,27;"D";TRUE;1
1955574;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 07:00:00+00";"PT60M";10,95;"D";TRUE;1
1955575;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 08:00:00+00";"PT60M";12,05;"D";TRUE;1
1955576;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 09:00:00+00";"PT60M";12,94;"D";TRUE;1
1955577;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 10:00:00+00";"PT60M";13,89;"D";TRUE;1
1955578;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 11:00:00+00";"PT60M";14,64;"D";TRUE;1
1955579;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 12:00:00+00";"PT60M";15,63;"D";TRUE;1
1955580;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 13:00:00+00";"PT60M";16,51;"D";TRUE;1
1955581;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 14:00:00+00";"PT60M";16,93;"D";TRUE;1
1955582;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 15:00:00+00";"PT60M";16,5;"D";TRUE;1
1955583;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 16:00:00+00";"PT60M";15,68;"D";TRUE;1
1955584;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 17:00:00+00";"PT60M";14,44;"D";TRUE;1
1955585;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 18:00:00+00";"PT60M";13,62;"D";TRUE;1
1955586;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 19:00:00+00";"PT60M";12,91;"D";TRUE;1
1955587;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 20:00:00+00";"PT60M";12,44;"D";TRUE;1
1955588;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 21:00:00+00";"PT60M";12,05;"D";TRUE;1
1955589;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 22:00:00+00";"PT60M";11,85;"D";TRUE;1
1955590;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-24 23:00:00+00";"PT60M";11,76;"D";TRUE;1
1955591;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 00:00:00+00";"PT60M";11,68;"D";TRUE;1
1955592;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 01:00:00+00";"PT60M";11,48;"D";TRUE;1
1955593;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 02:00:00+00";"PT60M";11,25;"D";TRUE;1
1955594;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 03:00:00+00";"PT60M";11,07;"D";TRUE;1
1955595;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 04:00:00+00";"PT60M";11,16;"D";TRUE;1
1955596;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 05:00:00+00";"PT60M";11,36;"D";TRUE;1
1955597;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 06:00:00+00";"PT60M";11,62;"D";TRUE;1
1955598;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 07:00:00+00";"PT60M";11,9;"D";TRUE;1
1955599;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 08:00:00+00";"PT60M";12,19;"D";TRUE;1
1955600;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 09:00:00+00";"PT60M";12,35;"D";TRUE;1
1955601;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 10:00:00+00";"PT60M";12,99;"D";TRUE;1
1955602;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 11:00:00+00";"PT60M";13,71;"D";TRUE;1
1955603;"2020-10-23 15:00:08.937356+00";"2020-10-23 15:00:08.937356+00";1;"2020-10-25 12:00:00+00";"PT60M";14,23;"D";TRUE;1
